"row_id","entity","target"
"5917","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5918","IfcPile","Tiefbaubeton"
"5918","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5919","IfcPile","Bohrpfahlbeton"
"5919","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"5919","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5920","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5921","IfcPile","Tiefbaubeton"
"5921","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5922","IfcPile","Bohrpfahlbeton"
"5922","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"5922","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5923","IfcPile","Tiefbaubeton"
"5923","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5924","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5925","IfcPile","Bohrpfahlbeton"
"5925","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"5925","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5926","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5927","IfcPile","Tiefbaubeton"
"5927","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5928","IfcPile","Bohrpfahlbeton"
"5928","IfcPile","Tiefgründung Ortbetonbohrpfahl 900"
"5928","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5929","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5930","IfcPile","Tiefbaubeton"
"5930","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5931","IfcPile","Bohrpfahlbeton"
"5931","IfcPile","Tiefgründung Ortbetonbohrpfahl 900"
"5931","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5932","IfcPile","Tiefbaubeton"
"5932","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5933","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5934","IfcPile","Bohrpfahlbeton"
"5934","IfcPile","Tiefgründung Ortbetonbohrpfahl 1200"
"5934","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5935","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5936","IfcPile","Tiefbaubeton"
"5936","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5937","IfcPile","Tiefbaubeton"
"5937","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5938","IfcPile","Tiefbaubeton"
"5938","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5939","IfcPile","Tiefbaubeton"
"5939","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5940","IfcPile","Tiefbaubeton"
"5940","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5941","IfcPile","Tiefbaubeton"
"5941","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5942","IfcPile","Tiefbaubeton"
"5942","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5943","IfcPile","Tiefbaubeton"
"5943","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5944","IfcPile","Tiefbaubeton"
"5944","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5945","IfcPile","Tiefbaubeton"
"5945","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5946","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5947","IfcPile","Tiefbaubeton"
"5947","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5948","IfcPile","Tiefbaubeton"
"5948","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5949","IfcPile","Tiefbaubeton"
"5949","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5950","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5951","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5952","IfcPile","Tiefbaubeton"
"5952","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5953","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5954","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5955","IfcPile","Tiefbaubeton"
"5955","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5956","IfcPile","Tiefbaubeton"
"5956","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5957","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5958","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5959","IfcPile","Tiefbaubeton"
"5959","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5960","IfcPile","Tiefbaubeton"
"5960","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5961","IfcPile","Tiefbaubeton"
"5961","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5962","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5963","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5964","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5965","IfcPile","Tiefbaubeton"
"5965","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5966","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5967","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5968","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5969","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5970","IfcPile","Tiefbaubeton"
"5970","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5971","IfcPile","Tiefbaubeton"
"5971","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5972","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5973","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5974","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5975","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5976","IfcPile","Tiefbaubeton"
"5976","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5977","IfcPile","Tiefbaubeton"
"5977","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5978","IfcPile","Tiefbaubeton"
"5978","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5979","IfcPile","Tiefbaubeton"
"5979","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5980","IfcPile","Tiefbaubeton"
"5980","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5981","IfcPile","Tiefbaubeton"
"5981","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5982","IfcPile","Tiefbaubeton"
"5982","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5983","IfcPile","Tiefbaubeton"
"5983","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5984","IfcPile","Tiefbaubeton"
"5984","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5985","IfcPile","Tiefbaubeton"
"5985","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5986","IfcPile","Tiefbaubeton"
"5986","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5987","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5988","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5989","IfcPile","Tiefbaubeton"
"5989","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5990","IfcPile","Tiefbaubeton"
"5990","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5991","IfcPile","Tiefbaubeton"
"5991","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5992","IfcPile","Tiefbaubeton"
"5992","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5993","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5994","IfcPile","Tiefbaubeton"
"5994","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"5995","IfcPile","Tiefbaubeton"
"5995","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"5996","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5997","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5998","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"5999","IfcPile","Tiefbaubeton"
"5999","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6000","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6001","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6002","IfcPile","Tiefbaubeton"
"6002","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6003","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6004","IfcPile","Tiefbaubeton"
"6004","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6005","IfcPile","Tiefbaubeton"
"6005","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6006","IfcPile","Tiefbaubeton"
"6006","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6007","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6008","IfcPile","Tiefbaubeton"
"6008","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6009","IfcPile","Tiefbaubeton"
"6009","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6010","IfcPile","Tiefbaubeton"
"6010","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6011","IfcPile","Tiefbaubeton"
"6011","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6012","IfcPile","Tiefbaubeton"
"6012","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6013","IfcPile","Tiefbaubeton"
"6013","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6014","IfcPile","Tiefbaubeton"
"6014","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6015","IfcPile","Tiefbaubeton"
"6015","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6016","IfcPile","Tiefbaubeton"
"6016","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6017","IfcPile","Tiefbaubeton"
"6017","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6018","IfcPile","Tiefbaubeton"
"6018","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6019","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6020","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6021","IfcPile","Tiefbaubeton"
"6021","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6022","IfcPile","Tiefbaubeton"
"6022","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6023","IfcPile","Tiefbaubeton"
"6023","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6024","IfcPile","Tiefbaubeton"
"6024","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6025","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6026","IfcPile","Tiefbaubeton"
"6026","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6027","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6028","IfcPile","Tiefbaubeton"
"6028","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6029","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6030","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6031","IfcPile","Tiefbaubeton"
"6031","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6032","IfcPile","Tiefbaubeton"
"6032","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6033","IfcPile","Tiefbaubeton"
"6033","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6034","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6035","IfcPile","Tiefbaubeton"
"6035","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6036","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6037","IfcPile","Tiefbaubeton"
"6037","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6038","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6039","IfcPile","Tiefbaubeton"
"6039","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6040","IfcPile","Tiefbaubeton"
"6040","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6041","IfcPile","Tiefbaubeton"
"6041","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6042","IfcPile","Tiefbaubeton"
"6042","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6043","IfcPile","Tiefbaubeton"
"6043","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6044","IfcPile","Tiefbaubeton"
"6044","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6045","IfcPile","Tiefbaubeton"
"6045","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6046","IfcPile","Tiefbaubeton"
"6046","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6047","IfcPile","Tiefbaubeton"
"6047","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6048","IfcPile","Tiefbaubeton"
"6048","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6049","IfcPile","Tiefbaubeton"
"6049","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6050","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6051","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6052","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6053","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6054","IfcPile","Tiefbaubeton"
"6054","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6055","IfcPile","Tiefbaubeton"
"6055","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6056","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6057","IfcPile","Tiefbaubeton"
"6057","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6058","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6059","IfcPile","Tiefbaubeton"
"6059","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6060","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6061","IfcPile","Tiefbaubeton"
"6061","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6062","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6063","IfcPile","Tiefbaubeton"
"6063","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6064","IfcPile","Tiefbaubeton"
"6064","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6065","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6066","IfcPile","Tiefbaubeton"
"6066","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6067","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6068","IfcPile","Tiefbaubeton"
"6068","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6069","IfcPile","Tiefbaubeton"
"6069","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6070","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6071","IfcPile","Tiefbaubeton"
"6071","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6072","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6073","IfcPile","Tiefbaubeton"
"6073","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6074","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6075","IfcPile","Bohrpfahlbeton"
"6075","IfcPile","Tiefgründung Mikrobohrpfahl"
"6075","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6076","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6077","IfcPile","Tiefbaubeton"
"6077","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6078","IfcPile","Tiefbaubeton"
"6078","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6079","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6080","IfcPile","Bohrpfahlbeton"
"6080","IfcPile","Tiefgründung Mikrobohrpfahl"
"6080","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6081","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6082","IfcPile","Tiefbaubeton"
"6082","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6083","IfcPile","Tiefbaubeton"
"6083","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6084","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6085","IfcPile","Bohrpfahlbeton"
"6085","IfcPile","Tiefgründung Mikrobohrpfahl"
"6085","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6086","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6087","IfcPile","Tiefbaubeton"
"6087","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6088","IfcPile","Tiefbaubeton"
"6088","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6089","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6090","IfcPile","Bohrpfahlbeton"
"6090","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"6090","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6091","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6092","IfcPile","Tiefbaubeton"
"6092","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6093","IfcPile","Tiefbaubeton"
"6093","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6094","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6095","IfcPile","Bohrpfahlbeton"
"6095","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"6095","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6096","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6097","IfcPile","Tiefbaubeton"
"6097","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6098","IfcPile","Tiefbaubeton"
"6098","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6099","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6100","IfcPile","Bohrpfahlbeton"
"6100","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"6100","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6101","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6102","IfcPile","Tiefbaubeton"
"6102","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6103","IfcPile","Tiefbaubeton"
"6103","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6104","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6105","IfcPile","Bohrpfahlbeton"
"6105","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"6105","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6106","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6107","IfcPile","Tiefbaubeton"
"6107","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6108","IfcPile","Tiefbaubeton"
"6108","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6109","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6110","IfcPile","Bohrpfahlbeton"
"6110","IfcPile","Tiefgründung Ortbetonbohrpfahl 900"
"6110","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6111","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6112","IfcPile","Tiefbaubeton"
"6112","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6113","IfcPile","Tiefbaubeton"
"6113","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6114","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6115","IfcPile","Bohrpfahlbeton"
"6115","IfcPile","Tiefgründung Ortbetonbohrpfahl 900"
"6115","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6116","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6117","IfcPile","Tiefbaubeton"
"6117","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6118","IfcPile","Tiefbaubeton"
"6118","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6119","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6120","IfcPile","Bohrpfahlbeton"
"6120","IfcPile","Tiefgründung Ortbetonbohrpfahl 1200"
"6120","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6121","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6122","IfcPile","Tiefbaubeton"
"6122","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6123","IfcPile","Tiefbaubeton"
"6123","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6124","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6125","IfcPile","Bohrpfahlbeton"
"6125","IfcPile","Tiefgründung Mikrobohrpfahl"
"6125","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6126","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6127","IfcPile","Tiefbaubeton"
"6127","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6128","IfcPile","Bohrpfahlbeton"
"6128","IfcPile","Tiefgründung Mikrobohrpfahl"
"6128","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6129","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6130","IfcPile","Tiefbaubeton"
"6130","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6131","IfcPile","Bohrpfahlbeton"
"6131","IfcPile","Tiefgründung Mikrobohrpfahl"
"6131","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6132","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6133","IfcPile","Tiefbaubeton"
"6133","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6134","IfcPile","Bohrpfahlbeton"
"6134","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"6134","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6135","IfcPile","Tiefbaubeton"
"6135","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6136","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6137","IfcPile","Bohrpfahlbeton"
"6137","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"6137","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6138","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6139","IfcPile","Tiefbaubeton"
"6139","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6140","IfcPile","Bohrpfahlbeton"
"6140","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"6140","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6141","IfcPile","Tiefbaubeton"
"6141","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6142","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6143","IfcPile","Bohrpfahlbeton"
"6143","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"6143","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6144","IfcPile","Tiefbaubeton"
"6144","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6145","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6146","IfcPile","Bohrpfahlbeton"
"6146","IfcPile","Tiefgründung Ortbetonbohrpfahl 900"
"6146","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6147","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6148","IfcPile","Tiefbaubeton"
"6148","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6149","IfcPile","Bohrpfahlbeton"
"6149","IfcPile","Tiefgründung Ortbetonbohrpfahl 900"
"6149","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6150","IfcPile","Tiefbaubeton"
"6150","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6151","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6152","IfcPile","Bohrpfahlbeton"
"6152","IfcPile","Tiefgründung Ortbetonbohrpfahl 1200"
"6152","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6153","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6154","IfcPile","Tiefbaubeton"
"6154","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6155","IfcPile","Bohrpfahlbeton"
"6155","IfcPile","Tiefgründung Mikrobohrpfahl"
"6155","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6156","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6157","IfcPile","Tiefbaubeton"
"6157","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6158","IfcPile","Bohrpfahlbeton"
"6158","IfcPile","Tiefgründung Mikrobohrpfahl"
"6158","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6159","IfcPile","Tiefbaubeton"
"6159","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6160","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6161","IfcPile","Bohrpfahlbeton"
"6161","IfcPile","Tiefgründung Mikrobohrpfahl"
"6161","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6162","IfcPile","Tiefbaubeton"
"6162","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6163","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6164","IfcPile","Bohrpfahlbeton"
"6164","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"6164","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6165","IfcPile","Tiefbaubeton"
"6165","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6166","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6167","IfcPile","Bohrpfahlbeton"
"6167","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"6167","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6168","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6169","IfcPile","Tiefbaubeton"
"6169","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 560/480"
"6170","IfcPile","Bohrpfahlbeton"
"6170","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"6170","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6171","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6172","IfcPile","Tiefbaubeton"
"6172","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6173","IfcPile","Bohrpfahlbeton"
"6173","IfcPile","Tiefgründung Ortbetonbohrpfahl 700"
"6173","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6174","IfcPile","Tiefgründung Vorgefertigter Betonpfahl"
"6175","IfcPile","Tiefbaubeton"
"6175","IfcPile","Tiefgründung Ortbetonverdrängungspfahl 660/580"
"6176","IfcPile","Bohrpfahlbeton"
