model,pipeline_variant,cross_encoder_model,query_id,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,expected_rank,top1_correct,hit@1,hit@10,hit@20,hit@30,hit@50,mrr@10,ndcg@10,map@10,recall@10,top10_materials,top10_scores
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,141,IfcPlate Stahl,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.748045,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.919721,0.833333,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Chromstahlblech blank | Gusseisen | Chromnickelstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Gipskartonplatte,0.748045 | 0.696250 | 0.666835 | 0.455868 | 0.399704 | 0.392919 | 0.380654 | 0.365126 | 0.361197 | 0.352049
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,142,IfcPlate Stahlguss,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.620151,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Messing-/Baubronzeblech | Gusseisen | Chromstahlblech blank | Chromnickelstahlblech blank | Kupferblech blank | Gipsfaserplatte | Chromstahlblech verzinnt,0.620151 | 0.582098 | 0.552850 | 0.482929 | 0.481857 | 0.472581 | 0.457509 | 0.453813 | 0.450285 | 0.427052
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,143,IfcPlate Stahl,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.748046,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.919721,0.833333,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Chromstahlblech blank | Gusseisen | Chromnickelstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Gipskartonplatte,0.748046 | 0.696250 | 0.666835 | 0.455868 | 0.399704 | 0.392919 | 0.380654 | 0.365126 | 0.361197 | 0.352049
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,144,IfcPlate Hochfester Stahl,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.616851,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.919721,0.833333,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Betonfertigteil hochfest | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Nagelwand | Baugrubensicherung Spundwand verankert,0.616851 | 0.604233 | 0.570692 | 0.440990 | 0.426802 | 0.414334 | 0.401556 | 0.380562 | 0.376863 | 0.365998
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,145,IfcPlate Stahl,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.748045,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.919721,0.833333,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Chromstahlblech blank | Gusseisen | Chromnickelstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Gipskartonplatte,0.748045 | 0.696250 | 0.666835 | 0.455868 | 0.399704 | 0.392919 | 0.380654 | 0.365126 | 0.361197 | 0.352049
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,146,IfcPlate Hochfester Stahl,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.616851,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.919721,0.833333,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Betonfertigteil hochfest | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Nagelwand | Baugrubensicherung Spundwand verankert,0.616851 | 0.604233 | 0.570692 | 0.440990 | 0.426802 | 0.414334 | 0.401556 | 0.380562 | 0.376863 | 0.365998
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,147,IfcPlate Stahl,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.748045,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.919721,0.833333,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Chromstahlblech blank | Gusseisen | Chromnickelstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Gipskartonplatte,0.748045 | 0.696250 | 0.666835 | 0.455868 | 0.399704 | 0.392919 | 0.380654 | 0.365126 | 0.361197 | 0.352049
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,148,IfcPlate Hochfester Stahl,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.616851,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.919721,0.833333,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Betonfertigteil hochfest | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Nagelwand | Baugrubensicherung Spundwand verankert,0.616851 | 0.604233 | 0.570692 | 0.440990 | 0.426802 | 0.414334 | 0.401556 | 0.380562 | 0.376863 | 0.365998
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,149,IfcPlate Stahlblech,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.785977,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Messing-/Baubronzeblech | Chromnickelstahlblech blank | Chromstahlblech blank | Aluminiumblech blank | Kupferblech blank | Chromnickelstahlblech verzinnt | Chromstahlblech verzinnt,0.785977 | 0.723034 | 0.614967 | 0.478172 | 0.460184 | 0.450851 | 0.438670 | 0.433234 | 0.406654 | 0.400678
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,150,IfcPlate Aluminiumblech,Aluminiumblech blank,Aluminiumblech blank,1,Aluminiumblech blank,0.863763,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Aluminiumblech blank | Aluminiumprofil blank | Kupferblech blank | Messing-/Baubronzeblech | Chromnickelstahlblech blank | Chromstahlblech blank | Stahlblech blank | Plexiglas PMMA Acrylglas | Polycarbonat PC | Chromnickelstahlblech verzinnt,0.863763 | 0.748568 | 0.569589 | 0.528792 | 0.452351 | 0.437266 | 0.434425 | 0.421462 | 0.414666 | 0.406975
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,151,IfcPlate Stahl,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.748045,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.919721,0.833333,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Chromstahlblech blank | Gusseisen | Chromnickelstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Gipskartonplatte,0.748045 | 0.696250 | 0.666835 | 0.455868 | 0.399704 | 0.392919 | 0.380654 | 0.365126 | 0.361197 | 0.352049
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,152,IfcPlate Hochfester Stahl,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.616851,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.919721,0.833333,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Betonfertigteil hochfest | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Nagelwand | Baugrubensicherung Spundwand verankert,0.616851 | 0.604233 | 0.570692 | 0.440990 | 0.426802 | 0.414334 | 0.401556 | 0.380562 | 0.376863 | 0.365998
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,153,IfcPlate Stahl,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.748045,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.919721,0.833333,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Chromstahlblech blank | Gusseisen | Chromnickelstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Gipskartonplatte,0.748045 | 0.696250 | 0.666835 | 0.455868 | 0.399704 | 0.392919 | 0.380654 | 0.365126 | 0.361197 | 0.352049
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,154,IfcPlate Hochfester Stahl,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.616851,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.919721,0.833333,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Betonfertigteil hochfest | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Nagelwand | Baugrubensicherung Spundwand verankert,0.616851 | 0.604233 | 0.570692 | 0.440990 | 0.426802 | 0.414334 | 0.401556 | 0.380562 | 0.376863 | 0.365998
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,155,IfcPlate Stahl,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.748045,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.919721,0.833333,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Chromstahlblech blank | Gusseisen | Chromnickelstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Gipskartonplatte,0.748045 | 0.696250 | 0.666835 | 0.455868 | 0.399704 | 0.392919 | 0.380654 | 0.365126 | 0.361197 | 0.352049
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,156,IfcPlate Hochfester Stahl,Stahlblech blank | Stahlblech verzinkt,Stahlblech blank | Stahlblech verzinkt,2,Stahlblech blank,0.616851,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.919721,0.833333,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Betonfertigteil hochfest | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Nagelwand | Baugrubensicherung Spundwand verankert,0.616851 | 0.604233 | 0.570692 | 0.440990 | 0.426802 | 0.414334 | 0.401556 | 0.380562 | 0.376863 | 0.365998
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,157,IfcRail Stahl,Stahlprofil blank,Stahlprofil blank,1,Stahlblech blank,0.725022,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert | Baugrubensicherung Rühlwand gespriesst,0.725022 | 0.685746 | 0.640646 | 0.447298 | 0.429840 | 0.366764 | 0.354778 | 0.351964 | 0.335442 | 0.330318
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,158,IfcRail Vergütungsstahl,Stahlprofil blank,Stahlprofil blank,1,Armierungsstahl,0.714584,6,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.166667,0.356207,0.166667,1.000000,Armierungsstahl | Chromstahlblech blank | Chromstahlblech verzinnt | Chromnickelstahlblech blank | Chromnickelstahlblech verzinnt | Stahlprofil blank | Stahlblech verzinkt | Blei | Stahlblech blank | Gusseisen,0.714584 | 0.506207 | 0.486926 | 0.456775 | 0.439531 | 0.386298 | 0.379345 | 0.373027 | 0.366563 | 0.361213
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,159,IfcRail Stahl,Stahlprofil blank,Stahlprofil blank,1,Stahlblech blank,0.725022,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert | Baugrubensicherung Rühlwand gespriesst,0.725022 | 0.685746 | 0.640646 | 0.447298 | 0.429840 | 0.366764 | 0.354778 | 0.351964 | 0.335442 | 0.330318
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,160,IfcRail Hochfester Stahl,Stahlprofil blank,Stahlprofil blank,1,Stahlprofil blank,0.604779,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt | Betonfertigteil hochfest | Armierungsstahl | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Nagelwand | Baugrubensicherung Rühlwand gespriesst,0.604779 | 0.589590 | 0.554115 | 0.489945 | 0.479263 | 0.445040 | 0.426472 | 0.419560 | 0.410916 | 0.407644
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,161,IfcRail Stahl,Stahlprofil blank,Stahlprofil blank,1,Stahlblech blank,0.725022,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert | Baugrubensicherung Rühlwand gespriesst,0.725022 | 0.685746 | 0.640646 | 0.447298 | 0.429840 | 0.366764 | 0.354778 | 0.351964 | 0.335442 | 0.330318
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,162,IfcRail Hochfester Stahl,Stahlprofil blank,Stahlprofil blank,1,Stahlprofil blank,0.604779,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt | Betonfertigteil hochfest | Armierungsstahl | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Nagelwand | Baugrubensicherung Rühlwand gespriesst,0.604779 | 0.589590 | 0.554115 | 0.489945 | 0.479263 | 0.445040 | 0.426472 | 0.419560 | 0.410916 | 0.407644
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,163,IfcRail Stahl,Stahlprofil blank,Stahlprofil blank,1,Stahlblech blank,0.725022,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert | Baugrubensicherung Rühlwand gespriesst,0.725022 | 0.685746 | 0.640646 | 0.447298 | 0.429840 | 0.366764 | 0.354778 | 0.351964 | 0.335442 | 0.330318
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,164,IfcRail Vergütungsstahl,Stahlprofil blank,Stahlprofil blank,1,Armierungsstahl,0.714584,6,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.166667,0.356207,0.166667,1.000000,Armierungsstahl | Chromstahlblech blank | Chromstahlblech verzinnt | Chromnickelstahlblech blank | Chromnickelstahlblech verzinnt | Stahlprofil blank | Stahlblech verzinkt | Blei | Stahlblech blank | Gusseisen,0.714584 | 0.506207 | 0.486926 | 0.456775 | 0.439531 | 0.386298 | 0.379345 | 0.373027 | 0.366563 | 0.361213
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,165,IfcRail Stahl,Stahlprofil blank,Stahlprofil blank,1,Stahlblech blank,0.725022,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert | Baugrubensicherung Rühlwand gespriesst,0.725022 | 0.685746 | 0.640646 | 0.447298 | 0.429840 | 0.366764 | 0.354778 | 0.351964 | 0.335442 | 0.330318
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,166,IfcRail Vergütungsstahl,Stahlprofil blank,Stahlprofil blank,1,Armierungsstahl,0.714584,6,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.166667,0.356207,0.166667,1.000000,Armierungsstahl | Chromstahlblech blank | Chromstahlblech verzinnt | Chromnickelstahlblech blank | Chromnickelstahlblech verzinnt | Stahlprofil blank | Stahlblech verzinkt | Blei | Stahlblech blank | Gusseisen,0.714584 | 0.506207 | 0.486926 | 0.456775 | 0.439531 | 0.386298 | 0.379345 | 0.373027 | 0.366563 | 0.361213
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,167,IfcRail Stahl,Stahlprofil blank,Stahlprofil blank,1,Stahlblech blank,0.725022,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert | Baugrubensicherung Rühlwand gespriesst,0.725022 | 0.685746 | 0.640646 | 0.447298 | 0.429840 | 0.366764 | 0.354778 | 0.351964 | 0.335442 | 0.330318
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,168,IfcRail Vergütungsstahl,Stahlprofil blank,Stahlprofil blank,1,Armierungsstahl,0.714584,6,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.166667,0.356207,0.166667,1.000000,Armierungsstahl | Chromstahlblech blank | Chromstahlblech verzinnt | Chromnickelstahlblech blank | Chromnickelstahlblech verzinnt | Stahlprofil blank | Stahlblech verzinkt | Blei | Stahlblech blank | Gusseisen,0.714584 | 0.506207 | 0.486926 | 0.456775 | 0.439531 | 0.386298 | 0.379345 | 0.373027 | 0.366563 | 0.361213
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,169,IfcRailing Stahl,Stahlblech verzinkt | Stahlprofil blank | Stahlblech blank,Stahlblech verzinkt | Stahlprofil blank | Stahlblech blank,3,Stahlblech blank,0.686864,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Nagelwand | Baugrubensicherung Rühlwand gespriesst,0.686864 | 0.685861 | 0.664670 | 0.522929 | 0.438605 | 0.421875 | 0.408285 | 0.389879 | 0.379405 | 0.373759
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,170,IfcRailing Aluminium,Aluminiumblech blank,Aluminiumblech blank,1,Aluminiumprofil blank,0.805773,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Aluminiumprofil blank | Aluminiumblech blank | Kupferblech blank | Stahlprofil blank | Plexiglas PMMA Acrylglas | Messing-/Baubronzeblech | Polyester UP glasfaserverstärkt | Kraftpapier | Polyamid PA glasfaserverstärkt | Acrylnitril-Butadien-Styrol ABS,0.805773 | 0.748769 | 0.476069 | 0.459976 | 0.414991 | 0.399946 | 0.385739 | 0.378972 | 0.378599 | 0.367262
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,171,IfcRailing Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Furniersperrholz,0.713886,5,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.544792,0.373923,0.857143,Furniersperrholz | Brettsperrholz | Balkenschichtholz | Brettschichtholz | Konstruktionsvollholz | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Buche Eiche kammergetrocknet gehobelt,0.713886 | 0.713778 | 0.712015 | 0.669807 | 0.646821 | 0.584652 | 0.575362 | 0.572250 | 0.560716 | 0.551747
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,172,IfcRailing Stahl,Stahlblech verzinkt | Stahlprofil blank | Stahlblech blank,Stahlblech verzinkt | Stahlprofil blank | Stahlblech blank,3,Stahlblech blank,0.686864,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Nagelwand | Baugrubensicherung Rühlwand gespriesst,0.686864 | 0.685861 | 0.664670 | 0.522929 | 0.438605 | 0.421875 | 0.408285 | 0.389879 | 0.379405 | 0.373759
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,173,IfcRailing Aluminium,Aluminiumblech blank,Aluminiumblech blank,1,Aluminiumprofil blank,0.805773,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Aluminiumprofil blank | Aluminiumblech blank | Kupferblech blank | Stahlprofil blank | Plexiglas PMMA Acrylglas | Messing-/Baubronzeblech | Polyester UP glasfaserverstärkt | Kraftpapier | Polyamid PA glasfaserverstärkt | Acrylnitril-Butadien-Styrol ABS,0.805773 | 0.748769 | 0.476069 | 0.459976 | 0.414991 | 0.399947 | 0.385739 | 0.378972 | 0.378599 | 0.367262
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,174,IfcRailing Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Furniersperrholz,0.713886,5,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.544792,0.373923,0.857143,Furniersperrholz | Brettsperrholz | Balkenschichtholz | Brettschichtholz | Konstruktionsvollholz | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Buche Eiche kammergetrocknet gehobelt,0.713886 | 0.713778 | 0.712015 | 0.669807 | 0.646821 | 0.584652 | 0.575362 | 0.572250 | 0.560716 | 0.551747
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,175,IfcRailing Kunststoff,Polyethylen PE | Polypropylen PP | Polyvinylchlorid PVC,Polyethylen PE | Polypropylen PP | Polyvinylchlorid PVC,3,Polypropylen PP,0.722051,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.765361,0.666667,0.666667,Polypropylen PP | Polyvinylchlorid PVC | Polystyrol extrudiert XPS | Dichtungsbahn Polyolefin FPO | Polycarbonat PC | Polystyrol PS | Polyurethan PUR PIR | Polystyrol expandiert EPS | Polyethylenfolie PE | Polyester UP glasfaserverstärkt,0.722051 | 0.705970 | 0.702210 | 0.696532 | 0.693642 | 0.673298 | 0.667187 | 0.657875 | 0.643667 | 0.642945
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,176,IfcRailing Stahl,Stahlblech verzinkt | Stahlprofil blank | Stahlblech blank,Stahlblech verzinkt | Stahlprofil blank | Stahlblech blank,3,Stahlblech blank,0.686864,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Nagelwand | Baugrubensicherung Rühlwand gespriesst,0.686864 | 0.685861 | 0.664670 | 0.522929 | 0.438605 | 0.421875 | 0.408285 | 0.389879 | 0.379405 | 0.373759
