model,query,expected_material_input,expected_material_resolved,predicted_top1,predicted_top1_score,expected_rank,expected_score,top1_correct,top5_correct,topk_materials,topk_scores
google/embeddinggemma-300m,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Schlitzwand 800,0.480430,28,0.376121,False,False,Baugrubensicherung Schlitzwand 800 | Bohrpfahlbeton | Baugrubensicherung Schlitzwand 400 | Gusseisen | Tiefbaubeton,0.480430 | 0.463321 | 0.439834 | 0.432892 | 0.426313
intfloat/multilingual-e5-base,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.859757,85,0.780256,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich,0.859757 | 0.855590 | 0.852360 | 0.852074 | 0.846642
intfloat/multilingual-e5-base,IfcWall RETAININGWALL Rühlwand Fertigteil,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,0.893419,1,0.893419,True,True,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 400,0.893419 | 0.887178 | 0.880220 | 0.865960 | 0.862176
sentence-transformers/LaBSE,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Schlitzwand 800,0.395828,12,0.333262,False,False,Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Ortbetonbohrpfahl 700,0.395828 | 0.386435 | 0.381170 | 0.370462 | 0.361633
sentence-transformers/LaBSE,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Schlitzwand 800,0.395828,12,0.333262,False,False,Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Ortbetonbohrpfahl 700,0.395828 | 0.386435 | 0.381170 | 0.370462 | 0.361633
sentence-transformers/LaBSE,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Schlitzwand 800,0.395828,12,0.333262,False,False,Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Ortbetonbohrpfahl 700,0.395828 | 0.386435 | 0.381170 | 0.370462 | 0.361633
sentence-transformers/LaBSE,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Spundwand auskragend,0.361890,26,0.257743,False,False,Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Schlitzwand 400,0.361890 | 0.361801 | 0.360497 | 0.351191 | 0.348838
sentence-transformers/LaBSE,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Spundwand auskragend,0.361890,26,0.257743,False,False,Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Schlitzwand 400,0.361890 | 0.361801 | 0.360497 | 0.351191 | 0.348838
sentence-transformers/LaBSE,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Spundwand auskragend,0.361890,26,0.257743,False,False,Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Schlitzwand 400,0.361890 | 0.361801 | 0.360497 | 0.351191 | 0.348838
sentence-transformers/LaBSE,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Spundwand auskragend,0.361890,26,0.257743,False,False,Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Schlitzwand 400,0.361890 | 0.361801 | 0.360497 | 0.351191 | 0.348838
sentence-transformers/LaBSE,IfcBeam GIRDER_SEGMENT Randbord Beton NPK G Test-Kommentar Ortbeton,Tiefbaubeton,Tiefbaubeton,Betonfertigteil normalfest,0.398276,70,0.144285,False,False,Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil hochfest | Dichtungsbahn Gummi EPDM | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich,0.398276 | 0.352022 | 0.339404 | 0.337249 | 0.319808
sentence-transformers/LaBSE,IfcReinforcingBar SHEAR Bügel B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Schlitzwand 400,0.440571,16,0.309097,False,False,Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Rühlwand auskragend,0.440571 | 0.430352 | 0.416365 | 0.404629 | 0.397536
sentence-transformers/LaBSE,IfcReinforcingBar MAIN 1. Lage B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 1200,0.303649,35,0.181393,False,False,Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800,0.303649 | 0.300791 | 0.299859 | 0.298307 | 0.289949
sentence-transformers/LaBSE,IfcReinforcingBar unterer Stab B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 700,0.450008,23,0.286469,False,False,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend,0.450008 | 0.437610 | 0.433412 | 0.429194 | 0.424148
sentence-transformers/LaBSE,IfcBeam EDGEBEAM Randbord Beton NPK G Randträger bewehrt Ortbeton,Tiefbaubeton,Tiefbaubeton,Dichtungsbahn Gummi EPDM,0.429973,71,0.159581,False,False,Dichtungsbahn Gummi EPDM | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil normalfest | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Betonfertigteil hochfest,0.429973 | 0.380972 | 0.376542 | 0.375272 | 0.364029
sentence-transformers/LaBSE,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.623161,2,0.577389,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Vorgefertigter Betonpfahl,0.623161 | 0.577389 | 0.567674 | 0.507077 | 0.492409
sentence-transformers/LaBSE,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.623161,2,0.577389,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Vorgefertigter Betonpfahl,0.623161 | 0.577389 | 0.567674 | 0.507077 | 0.492409
sentence-transformers/LaBSE,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.623161,2,0.577389,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Vorgefertigter Betonpfahl,0.623161 | 0.577389 | 0.567674 | 0.507077 | 0.492409
sentence-transformers/LaBSE,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.623161,2,0.577389,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Vorgefertigter Betonpfahl,0.623161 | 0.577389 | 0.567674 | 0.507077 | 0.492409
sentence-transformers/LaBSE,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.623161,2,0.577389,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Vorgefertigter Betonpfahl,0.623161 | 0.577389 | 0.567674 | 0.507077 | 0.492409
sentence-transformers/LaBSE,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.623161,2,0.577389,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Vorgefertigter Betonpfahl,0.623161 | 0.577389 | 0.567674 | 0.507077 | 0.492409
sentence-transformers/LaBSE,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.623161,2,0.577389,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Vorgefertigter Betonpfahl,0.623161 | 0.577389 | 0.567674 | 0.507077 | 0.492409
sentence-transformers/LaBSE,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.623161,2,0.577389,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Vorgefertigter Betonpfahl,0.623161 | 0.577389 | 0.567674 | 0.507077 | 0.492409
sentence-transformers/LaBSE,IfcPile BORED Betonpfahl Beton NPK F Pfahlreihe Süd 900 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.574467,1,0.574467,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Vorgefertigter Betonpfahl | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich,0.574467 | 0.515356 | 0.494112 | 0.407229 | 0.381000
sentence-transformers/LaBSE,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.623161,2,0.577389,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Vorgefertigter Betonpfahl,0.623161 | 0.577389 | 0.567674 | 0.507077 | 0.492409
sentence-transformers/LaBSE,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Schlitzwand 800,0.395828,12,0.333262,False,False,Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Ortbetonbohrpfahl 700,0.395828 | 0.386435 | 0.381170 | 0.370462 | 0.361633
sentence-transformers/LaBSE,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Spundwand auskragend,0.361890,26,0.257743,False,False,Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Schlitzwand 400,0.361890 | 0.361801 | 0.360497 | 0.351191 | 0.348838
sentence-transformers/LaBSE,IfcPile BORED Bohrpfahl Beton D600 600 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 1200,0.587786,2,0.527720,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.587786 | 0.527720 | 0.487124 | 0.452503 | 0.424520
sentence-transformers/LaBSE,IfcFooting STRIP_FOOTING Fundament Magerbeton 100*1200 Ortbeton,Magerbeton,Magerbeton,Tiefgründung Ortbetonbohrpfahl 1200,0.526458,23,0.290062,False,False,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400,0.526458 | 0.477251 | 0.434452 | 0.423651 | 0.418405
sentence-transformers/LaBSE,IfcBeam PIERCAP Pfahlkopf Beton NPK G Pfahlkopf-Fundament Ortbeton,Tiefbaubeton,Tiefbaubeton,Polycarbonat PC,0.428093,66,0.156224,False,False,Polycarbonat PC | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 900 | 2K-Fliessbelag Epoxidharz | Tiefgründung Ortbetonbohrpfahl 700,0.428093 | 0.399088 | 0.391319 | 0.372905 | 0.364953
sentence-transformers/LaBSE,IfcFooting STRIP_FOOTING Fundament Beton NPK G Ausführung Pilgerschritt Ortbeton,Tiefbaubeton,Tiefbaubeton,Tiefgründung Vorgefertigter Betonpfahl,0.453522,65,0.175430,False,False,Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand gespriesst,0.453522 | 0.423106 | 0.421514 | 0.408708 | 0.398529
sentence-transformers/LaBSE,IfcCovering Abdichtung Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,Kautschukdichtungsmasse,0.498059,16,0.381343,False,False,Kautschukdichtungsmasse | Polysulfiddichtungsmasse | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Spundwand verankert | Baugrubensicherung Rühlwand auskragend,0.498059 | 0.480782 | 0.465081 | 0.428847 | 0.423315
sentence-transformers/LaBSE,IfcSlab FLOOR Fahrbahnplatte Beton NPK D Brückenplatte Ortbeton,Tiefbaubeton,Tiefbaubeton,Tiefgründung Vorgefertigter Betonpfahl,0.449300,70,0.199015,False,False,Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 1200 | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Tiefgründung Ortbetonbohrpfahl 900 | Betonfertigteil normalfest,0.449300 | 0.422387 | 0.418200 | 0.406705 | 0.391992
sentence-transformers/LaBSE,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Bohrpfahlwand unverankert,0.339872,21,0.222135,False,False,Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend,0.339872 | 0.339735 | 0.339268 | 0.336485 | 0.334613
sentence-transformers/LaBSE,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Bohrpfahlwand unverankert,0.339872,21,0.222135,False,False,Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend,0.339872 | 0.339735 | 0.339268 | 0.336485 | 0.334613
sentence-transformers/LaBSE,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Bohrpfahlwand unverankert,0.339872,21,0.222135,False,False,Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend,0.339872 | 0.339735 | 0.339268 | 0.336486 | 0.334613
sentence-transformers/LaBSE,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Bohrpfahlwand unverankert,0.339872,21,0.222135,False,False,Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend,0.339872 | 0.339735 | 0.339268 | 0.336486 | 0.334613
sentence-transformers/LaBSE,IfcReinforcingBar MAIN 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Spundwand auskragend,0.331991,34,0.170454,False,False,Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonbohrpfahl 700,0.331991 | 0.328840 | 0.319971 | 0.308815 | 0.308374
sentence-transformers/LaBSE,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Bohrpfahlwand unverankert,0.339872,21,0.222135,False,False,Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend,0.339872 | 0.339735 | 0.339268 | 0.336485 | 0.334613
sentence-transformers/LaBSE,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Bohrpfahlwand unverankert,0.339872,21,0.222135,False,False,Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend,0.339872 | 0.339735 | 0.339268 | 0.336485 | 0.334613
sentence-transformers/LaBSE,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Bohrpfahlwand unverankert,0.339872,21,0.222135,False,False,Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend,0.339872 | 0.339735 | 0.339268 | 0.336485 | 0.334613
sentence-transformers/LaBSE,IfcWall RETAININGWALL Rühlwand Fertigteil,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,0.554233,1,0.554233,True,True,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Nagelwand,0.554233 | 0.520921 | 0.519749 | 0.424340 | 0.419006
sentence-transformers/LaBSE,IfcWall RETAININGWALL Widerlagerwand Nord Beton NPK G über Pfahlkopfriegel Ortbeton,Tiefbaubeton,Tiefbaubeton,Tiefgründung Ortbetonbohrpfahl 900,0.409698,79,0.093738,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Betonfertigteil normalfest | Baugrubensicherung Nagelwand | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 1200,0.409698 | 0.400830 | 0.393111 | 0.376476 | 0.367752
sentence-transformers/LaBSE,IfcWall RETAININGWALL Widerlagerwand Süd Beton NPK G Süd Ortbeton,Tiefbaubeton,Tiefbaubeton,Tiefgründung Ortbetonbohrpfahl 900,0.398072,75,0.113104,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil normalfest | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200,0.398072 | 0.380888 | 0.375598 | 0.358035 | 0.355964
sentence-transformers/LaBSE,IfcWall RETAININGWALL Bohrpfahlwand Ortbeton,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,0.490742,1,0.490742,True,True,Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend,0.490742 | 0.479056 | 0.470587 | 0.451522 | 0.437914
sentence-transformers/LaBSE,IfcReinforcingBar Wendel unten B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.371430,25,0.213665,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800,0.371430 | 0.368264 | 0.358068 | 0.347863 | 0.339719
sentence-transformers/LaBSE,IfcReinforcingBar Wendel mitte B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.319094,16,0.216159,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.319094 | 0.314118 | 0.308875 | 0.304795 | 0.301705
sentence-transformers/LaBSE,IfcReinforcingBar Wendel oben B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Schlitzwand 400,0.361870,23,0.228716,False,False,Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend,0.361870 | 0.358641 | 0.355489 | 0.350793 | 0.350752
sentence-transformers/LaBSE,IfcReinforcingBar Längsarmierung B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Spundwand auskragend,0.370485,21,0.252894,False,False,Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200,0.370485 | 0.355983 | 0.345998 | 0.345529 | 0.345137
sentence-transformers/LaBSE,IfcReinforcingBar Wendelbewehrung B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Spundwand auskragend,0.397557,16,0.269215,False,False,Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Bohrpfahlwand gespriesst,0.397557 | 0.396334 | 0.394508 | 0.377919 | 0.371252
sentence-transformers/LaBSE,IfcWall RETAININGWALL Bohrpfahlwand Ortbeton,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,0.490742,1,0.490742,True,True,Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend,0.490742 | 0.479056 | 0.470587 | 0.451522 | 0.437914
sentence-transformers/LaBSE,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Bohrpfahlwand unverankert,0.339872,21,0.222135,False,False,Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend,0.339872 | 0.339735 | 0.339268 | 0.336486 | 0.334613
sentence-transformers/LaBSE,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Bohrpfahlwand unverankert,0.339872,21,0.222135,False,False,Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend,0.339872 | 0.339735 | 0.339268 | 0.336486 | 0.334613
sentence-transformers/LaBSE,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Bohrpfahlwand unverankert,0.339872,21,0.222135,False,False,Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend,0.339872 | 0.339735 | 0.339268 | 0.336486 | 0.334613
sentence-transformers/LaBSE,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Bohrpfahlwand unverankert,0.339872,21,0.222135,False,False,Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend,0.339872 | 0.339735 | 0.339268 | 0.336486 | 0.334613
sentence-transformers/LaBSE,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Bohrpfahlwand unverankert,0.339872,21,0.222135,False,False,Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend,0.339872 | 0.339735 | 0.339268 | 0.336486 | 0.334613
