model,query_id,split,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,p_correct,auto_accept,expected_rank,top1_correct,hit@1,hit@5,hit@10,mrr@10,ndcg@10,map@10,recall@10,s1,s2,gap12,gap1_5,mean90,std90,z1,z_gap,entropy_top10,top10_materials,top10_scores
sentence-transformers/distiluse-base-multilingual-cased-v2,12,test,IfcReinforcingBar Längsarmierung B500B,Armierungsstahl,Armierungsstahl,1,Acrylnitril-Butadien-Styrol ABS,0.392628,0.392628,False,62,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.392628,0.350404,0.042224,0.074972,0.163620,0.086170,2.657613,0.490006,2.302044,Acrylnitril-Butadien-Styrol ABS | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Rühlwand gespriesst | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.392628 | 0.350404 | 0.347483 | 0.340468 | 0.317656 | 0.305469 | 0.300925 | 0.299341 | 0.286556 | 0.285142
sentence-transformers/distiluse-base-multilingual-cased-v2,13,test,IfcBeam GIRDER_SEGMENT Randbord Beton NPK G Test-Kommentar Ortbeton,Tiefbaubeton,Tiefbaubeton,1,OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich,0.276365,0.276365,False,67,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.276365,0.276332,0.000033,0.008115,0.119618,0.086079,1.820964,0.000384,2.302554,OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | Baugrubensicherung Bohrpfahlwand gespriesst | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich | Baugrubensicherung Rühlwand gespriesst | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Holzwolle-Leichtbauplatte zementgebunden | Baugrubensicherung Spundwand gespriesst | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Bohrpfahlwand unverankert,0.276365 | 0.276332 | 0.269496 | 0.269096 | 0.268250 | 0.263928 | 0.262161 | 0.261059 | 0.253441 | 0.252168
sentence-transformers/distiluse-base-multilingual-cased-v2,14,test,IfcBeam EDGEBEAM Randbord Beton NPK G Randträger bewehrt Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Baugrubensicherung Bohrpfahlwand unverankert,0.382152,0.382152,False,64,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.382152,0.373392,0.008760,0.017496,0.142849,0.113216,2.113678,0.077378,2.302302,Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Bohrpfahlwand verankert | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Baugrubensicherung Rühlwand auskragend | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,0.382152 | 0.373392 | 0.372967 | 0.369467 | 0.364656 | 0.363967 | 0.339689 | 0.323205 | 0.319785 | 0.316304
sentence-transformers/distiluse-base-multilingual-cased-v2,15,test,IfcBeam PIERCAP Pfahlkopf Beton NPK G Pfahlkopf-Fundament Ortbeton,Tiefbaubeton,Tiefbaubeton,1,OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich,0.411020,0.411020,False,55,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.411020,0.403377,0.007642,0.033165,0.216758,0.110463,1.758616,0.069184,2.302372,OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand unverankert | Dichtungsbahn Polyolefin FPO | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Baugrubensicherung Spundwand gespriesst | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Baugrubensicherung Spundwand verankert | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt,0.411020 | 0.403377 | 0.394205 | 0.393148 | 0.377855 | 0.366008 | 0.361889 | 0.361198 | 0.352217 | 0.352018
sentence-transformers/distiluse-base-multilingual-cased-v2,16,test,IfcFooting STRIP_FOOTING Fundament Beton NPK G Ausführung Pilgerschritt Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Baugrubensicherung Bohrpfahlwand gespriesst,0.382889,0.382889,False,54,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.382889,0.382689,0.000200,0.010866,0.153417,0.118894,1.930051,0.001682,2.302431,Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Spundwand verankert | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand gespriesst | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand gespriesst | Holzwolle-Leichtbauplatte zementgebunden | Baugrubensicherung Rühlwand verankert,0.382889 | 0.382689 | 0.382039 | 0.372061 | 0.372023 | 0.371642 | 0.355263 | 0.341349 | 0.338738 | 0.338471
sentence-transformers/distiluse-base-multilingual-cased-v2,17,test,IfcSlab FLOOR Fahrbahnplatte Beton NPK D Brückenplatte Ortbeton,Tiefbaubeton,Tiefbaubeton,1,OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich,0.439747,0.439747,False,66,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.439747,0.410053,0.029694,0.078174,0.188627,0.110693,2.268603,0.268251,2.302072,OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Holzwolle-Leichtbauplatte zementgebunden | Baugrubensicherung Spundwand gespriesst | Baugrubensicherung Spundwand verankert | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich,0.439747 | 0.410053 | 0.408477 | 0.405183 | 0.361572 | 0.359960 | 0.351517 | 0.351149 | 0.350903 | 0.348400
sentence-transformers/distiluse-base-multilingual-cased-v2,18,test,IfcWall RETAININGWALL Widerlagerwand Nord Beton NPK G über Pfahlkopfriegel Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Baugrubensicherung Bohrpfahlwand verankert,0.416975,0.416975,False,56,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.416975,0.411344,0.005631,0.038182,0.122352,0.123369,2.388149,0.045647,2.302105,Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Spundwand verankert | Baugrubensicherung Spundwand gespriesst | Baugrubensicherung Spundwand auskragend | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt,0.416975 | 0.411344 | 0.410300 | 0.379758 | 0.378793 | 0.371985 | 0.359501 | 0.352577 | 0.352110 | 0.311522
sentence-transformers/distiluse-base-multilingual-cased-v2,19,test,IfcWall RETAININGWALL Widerlagerwand Süd Beton NPK G Süd Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Baugrubensicherung Bohrpfahlwand verankert,0.422146,0.422146,False,44,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.422146,0.417840,0.004307,0.012974,0.146848,0.125549,2.192750,0.034302,2.302356,Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Spundwand verankert | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand gespriesst | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt,0.422146 | 0.417840 | 0.413450 | 0.410564 | 0.409172 | 0.405465 | 0.403164 | 0.402215 | 0.398659 | 0.340375
sentence-transformers/distiluse-base-multilingual-cased-v2,20,test,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700,2,Baugrubensicherung Schlitzwand 800,0.568740,0.568740,False,2,False,0.000000,1.000000,1.000000,0.500000,0.693426,0.583333,1.000000,0.568740,0.498654,0.070086,0.162347,0.189507,0.124256,3.052025,0.564047,2.299757,Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Spundwand gespriesst | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt,0.568740 | 0.498654 | 0.484382 | 0.438566 | 0.406393 | 0.367626 | 0.362188 | 0.360343 | 0.342878 | 0.341924
sentence-transformers/distiluse-base-multilingual-cased-v2,21,test,IfcPile BORED Betonpfahl Beton NPK F Pfahlreihe Süd 900 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,1,Tiefgründung Ortbetonbohrpfahl 900,0.554033,0.554033,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.554033,0.403617,0.150416,0.212328,0.167863,0.119102,3.242334,1.262912,2.300094,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Spundwand gespriesst | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich,0.554033 | 0.403617 | 0.391377 | 0.345648 | 0.341705 | 0.338833 | 0.337649 | 0.335338 | 0.317279 | 0.317045
sentence-transformers/distiluse-base-multilingual-cased-v2,22,test,IfcPile BORED Bohrpfahl Beton 600 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,1,Tiefgründung Ortbetonbohrpfahl 700,0.609753,0.609753,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.609753,0.550503,0.059249,0.111286,0.248400,0.127446,2.835330,0.464894,2.301128,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Massivholz Buche Eiche kammergetrocknet rau,0.609753 | 0.550503 | 0.542405 | 0.518713 | 0.498466 | 0.495790 | 0.490208 | 0.486128 | 0.445302 | 0.404140
sentence-transformers/distiluse-base-multilingual-cased-v2,23,test,IfcPile BORED Bohrpfahl Beton 700 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,1,Tiefgründung Ortbetonbohrpfahl 700,0.752227,0.752227,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.752227,0.570440,0.181787,0.264611,0.243400,0.130162,3.909185,1.396623,2.297526,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Schlitzwand 400 | Massivholz Buche Eiche kammergetrocknet rau | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.752227 | 0.570440 | 0.537135 | 0.503738 | 0.487616 | 0.484997 | 0.480453 | 0.454317 | 0.400417 | 0.398156
sentence-transformers/distiluse-base-multilingual-cased-v2,24,test,IfcFooting STRIP_FOOTING Fundament Magerbeton Ortbeton,Magerbeton,Magerbeton,1,Magerbeton,0.372160,0.372160,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.372160,0.359420,0.012740,0.037511,0.194863,0.098430,1.801250,0.129437,2.302454,Magerbeton | Tiefgründung Rüttelstopfsäule | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau | Baukleber Einbettmörtel mineralisch | Baugrubensicherung Bohrpfahlwand gespriesst | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Baugrubensicherung Bohrpfahlwand verankert | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Baugrubensicherung Bohrpfahlwand unverankert,0.372160 | 0.359420 | 0.342654 | 0.341167 | 0.334649 | 0.334276 | 0.327049 | 0.322250 | 0.321911 | 0.321176
sentence-transformers/distiluse-base-multilingual-cased-v2,25,test,IfcCovering Abdichtung Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich,0.448286,0.448286,False,55,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.448286,0.425952,0.022334,0.054747,0.258980,0.089106,2.124512,0.250648,2.302299,Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Baukleber Einbettmörtel organisch | Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Baugrubensicherung Spundwand gespriesst | Tiefgründung Rüttelstopfsäule | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Spundwand verankert | Dichtungsbahn bituminös,0.448286 | 0.425952 | 0.415998 | 0.398949 | 0.393539 | 0.386560 | 0.383091 | 0.382234 | 0.378486 | 0.366147
sentence-transformers/distiluse-base-multilingual-cased-v2,26,test,IfcWall RETAININGWALL Rühlwand Fertigteil,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Rühlwand verankert,3,Baugrubensicherung Rühlwand verankert,0.614235,0.614235,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.614235,0.601186,0.013049,0.089765,0.275049,0.134158,2.528251,0.097264,2.301575,Baugrubensicherung Rühlwand verankert | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand verankert | Baugrubensicherung Spundwand auskragend | Tiefgründung Rüttelstopfsäule | Baugrubensicherung Spundwand gespriesst | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert,0.614235 | 0.601186 | 0.589585 | 0.538134 | 0.524470 | 0.523107 | 0.514922 | 0.513563 | 0.499338 | 0.471096
sentence-transformers/distiluse-base-multilingual-cased-v2,27,test,IfcWall RETAININGWALL Bohrpfahlwand Ortbeton,Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert,3,Baugrubensicherung Bohrpfahlwand verankert,0.652097,0.652097,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.652097,0.651994,0.000103,0.125821,0.279494,0.141113,2.640464,0.000729,2.300566,Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Spundwand gespriesst | Baugrubensicherung Rühlwand auskragend | Massivholz Buche Eiche kammergetrocknet rau | Baugrubensicherung Spundwand auskragend,0.652097 | 0.651994 | 0.632856 | 0.528656 | 0.526276 | 0.521256 | 0.517513 | 0.509539 | 0.495037 | 0.486925
kforth/IfcMaterial2MP,0,test,IfcReinforcingBar,Armierungsstahl,Armierungsstahl,1,Polysulfiddichtungsmasse,0.590286,0.590286,False,22,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.590286,0.550914,0.039372,0.056385,0.449416,0.050928,2.766056,0.773086,2.302351,Polysulfiddichtungsmasse | Silicon-Fugenmasse | Kautschukdichtungsmasse | Plexiglas PMMA Acrylglas | Polystyrol extrudiert XPS | Furniersperrholz | Baukleber Einbettmörtel mineralisch | Dichtungsbahn Polyolefin FPO | Polyamid PA glasfaserverstärkt | Rundkies,0.590286 | 0.550914 | 0.546271 | 0.544504 | 0.533900 | 0.528775 | 0.522654 | 0.518444 | 0.517411 | 0.516803
kforth/IfcMaterial2MP,1,test,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,1,2K-Fliessbelag Epoxidharz,0.579877,0.579877,False,28,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.579877,0.565631,0.014245,0.032934,0.460413,0.055277,2.161185,0.257705,2.302455,2K-Fliessbelag Epoxidharz | Baukleber Einbettmörtel mineralisch | Polystyrol extrudiert XPS | Dichtungsbahn Polyolefin FPO | Chromnickelstahlblech verzinnt | Baugrubensicherung Schlitzwand 800 | Polyvinylchlorid PVC | Polysulfiddichtungsmasse | 2-Komponenten Klebstoff | Acrylnitril-Butadien-Styrol ABS,0.579877 | 0.565631 | 0.550724 | 0.547916 | 0.546943 | 0.543370 | 0.536229 | 0.530773 | 0.529228 | 0.526042
kforth/IfcMaterial2MP,2,test,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,1,2K-Fliessbelag Epoxidharz,0.622532,0.622532,False,7,False,0.000000,0.000000,1.000000,0.142857,0.333333,0.142857,1.000000,0.622532,0.572331,0.050201,0.076414,0.459963,0.054685,2.972834,0.918000,2.302146,2K-Fliessbelag Epoxidharz | Dichtungsbahn Polyolefin FPO | Baugrubensicherung Schlitzwand 800 | Polysulfiddichtungsmasse | Polystyrol extrudiert XPS | Baukleber Einbettmörtel mineralisch | Armierungsstahl | Baugrubensicherung Spundwand gespriesst | Acrylnitril-Butadien-Styrol ABS | Chromnickelstahlblech verzinnt,0.622532 | 0.572331 | 0.546506 | 0.546416 | 0.546118 | 0.543353 | 0.539257 | 0.530433 | 0.519680 | 0.513817
kforth/IfcMaterial2MP,3,test,IfcReinforcingBar SHEAR Bügel B500B,Armierungsstahl,Armierungsstahl,1,Dichtungsbahn Polyolefin FPO,0.574173,0.574173,False,21,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.574173,0.552511,0.021662,0.034120,0.447652,0.063296,1.998898,0.342241,2.302491,Dichtungsbahn Polyolefin FPO | Polyurethan PUR PIR | Polyvinylchlorid PVC | Polysulfiddichtungsmasse | 2K-Fliessbelag Epoxidharz | Baukleber Einbettmörtel mineralisch | Acrylnitril-Butadien-Styrol ABS | Polystyrol extrudiert XPS | Plexiglas PMMA Acrylglas | Baugrubensicherung Schlitzwand 800,0.574173 | 0.552511 | 0.547953 | 0.541745 | 0.540053 | 0.537445 | 0.530879 | 0.528833 | 0.528625 | 0.528177
kforth/IfcMaterial2MP,4,test,IfcReinforcingBar MAIN 1. Lage B500B,Armierungsstahl,Armierungsstahl,1,2K-Fliessbelag Epoxidharz,0.607364,0.607364,False,21,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.607364,0.573995,0.033368,0.064753,0.447935,0.062658,2.544427,0.532544,2.302217,2K-Fliessbelag Epoxidharz | Baugrubensicherung Schlitzwand 800 | Baukleber Einbettmörtel mineralisch | Dichtungsbahn Polyolefin FPO | Polystyrol extrudiert XPS | Baugrubensicherung Schlitzwand 400 | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand gespriesst | Polysulfiddichtungsmasse,0.607364 | 0.573995 | 0.548956 | 0.545495 | 0.542611 | 0.535915 | 0.526553 | 0.521101 | 0.519490 | 0.516321
kforth/IfcMaterial2MP,5,test,IfcReinforcingBar unterer Stab B500B,Armierungsstahl,Armierungsstahl,1,2K-Fliessbelag Epoxidharz,0.595958,0.595958,False,14,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.595958,0.519995,0.075963,0.102841,0.425851,0.054365,3.128963,1.397270,2.302084,2K-Fliessbelag Epoxidharz | Polystyrol extrudiert XPS | Baukleber Einbettmörtel mineralisch | Baugrubensicherung Schlitzwand 800 | Gussasphalt | Baugrubensicherung Spundwand gespriesst | 2-Komponenten Klebstoff | Tiefgründung Ortbetonbohrpfahl 900 | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt,0.595958 | 0.519995 | 0.506743 | 0.502624 | 0.493117 | 0.492763 | 0.492140 | 0.491602 | 0.490240 | 0.488873
kforth/IfcMaterial2MP,6,test,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,1,2K-Fliessbelag Epoxidharz,0.633403,0.633403,False,57,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.633403,0.558426,0.074977,0.085284,0.428521,0.071639,2.859922,1.046591,2.302147,2K-Fliessbelag Epoxidharz | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Spundwand gespriesst | Baukleber Einbettmörtel mineralisch | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Spundwand verankert,0.633403 | 0.558426 | 0.553987 | 0.551850 | 0.548120 | 0.541050 | 0.534275 | 0.532921 | 0.531094 | 0.529850
kforth/IfcMaterial2MP,7,test,IfcReinforcingBar MAIN 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,1,2K-Fliessbelag Epoxidharz,0.635061,0.635061,False,40,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.635061,0.566771,0.068290,0.083245,0.444210,0.067939,2.809166,1.005173,2.302134,2K-Fliessbelag Epoxidharz | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau | Baugrubensicherung Spundwand gespriesst | Baukleber Einbettmörtel mineralisch | Baugrubensicherung Schlitzwand 800 | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Dichtungsbahn Polyolefin FPO | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert,0.635061 | 0.566771 | 0.563927 | 0.553762 | 0.551817 | 0.550698 | 0.540383 | 0.532003 | 0.530139 | 0.528549
kforth/IfcMaterial2MP,8,test,IfcReinforcingBar Wendel unten B500B,Armierungsstahl,Armierungsstahl,1,2K-Fliessbelag Epoxidharz,0.594877,0.594877,False,48,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.594877,0.530625,0.064252,0.081493,0.432744,0.057312,2.828953,1.121096,2.302202,2K-Fliessbelag Epoxidharz | Baukleber Einbettmörtel mineralisch | Polystyrol extrudiert XPS | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Baugrubensicherung Spundwand gespriesst | Dichtungsbahn Polyolefin FPO | Acrylnitril-Butadien-Styrol ABS | Polysulfiddichtungsmasse | Chromnickelstahlblech verzinnt,0.594877 | 0.530625 | 0.528063 | 0.524505 | 0.513384 | 0.504103 | 0.503933 | 0.502465 | 0.501095 | 0.500633
kforth/IfcMaterial2MP,9,test,IfcReinforcingBar Wendel mitte B500B,Armierungsstahl,Armierungsstahl,1,2K-Fliessbelag Epoxidharz,0.592221,0.592221,False,53,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.592221,0.522136,0.070084,0.081187,0.424252,0.062162,2.702129,1.127451,2.302211,2K-Fliessbelag Epoxidharz | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Baukleber Einbettmörtel mineralisch | Baugrubensicherung Spundwand gespriesst | Polystyrol extrudiert XPS | Chromnickelstahlblech verzinnt | Massivholz Fichte Tanne Lärche luftgetrocknet rau | Acrylnitril-Butadien-Styrol ABS | Massivholz Buche Eiche kammergetrocknet gehobelt,0.592221 | 0.522136 | 0.518711 | 0.513921 | 0.511034 | 0.504848 | 0.504512 | 0.497999 | 0.497731 | 0.496161
kforth/IfcMaterial2MP,10,test,IfcReinforcingBar Wendel oben B500B,Armierungsstahl,Armierungsstahl,1,2K-Fliessbelag Epoxidharz,0.590095,0.590095,False,48,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.590095,0.540528,0.049567,0.060679,0.436095,0.059416,2.591905,0.834231,2.302290,2K-Fliessbelag Epoxidharz | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Baukleber Einbettmörtel mineralisch | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Polystyrol extrudiert XPS | Baugrubensicherung Spundwand gespriesst | Baugrubensicherung Spundwand verankert | Massivholz Fichte Tanne Lärche luftgetrocknet rau | Baugrubensicherung Schlitzwand 800 | Chromnickelstahlblech verzinnt,0.590095 | 0.540528 | 0.535581 | 0.529915 | 0.529416 | 0.517649 | 0.514480 | 0.511645 | 0.506042 | 0.502796
